song_names , artist_names
Denis , The Steel Shrimp
Denis Collard , Claude Semal
Mémé Denis , Sophie Darel with Serge Boccara
Denise , Patrick Font
Denise , Jacques Higelin
Denise , Madame Mustache
Denise , Confit Turnip
Denise , Bernard Sauvat
Denise , Patrick Sebastien
Denise , Claude Vincent
Denise lunch , The Jerome
Denise Ibanez , Lucien Francœur
Denise Martinez , The Dashing Cowboys
At Denise , Gilles Rivard
Gondolas from Denise , Pascal Parisot
How sad you are Denise , Suzanne Gabriello
La valse Denise , La Bolduc
Desire , Annabel
Désiré or D'siré , Jacques Defer
Desired the undesirable , Rufus
D for Desire , Standing on Zinc
Désirée , Gilbert Bécaud
Desiree , Marka
Destiny , Guy Marchand
Destiny , Marc Ogeret
Diana , Michèle Arnaud
Diana , Jean Bretonnière
Diana , Henri Decker
Diana , Paule Desjardins
Diana , The Forbans
Diana , Johnny Hallyday
Diana , Gloria Lasso
Diana , Mouloudji
Diana , Claude Robin
Diana , René Simard
Diana , Millionaire Weekend
Diane , Denis Champoux
Diane , The Dogs
Diane , The Jacques Brothers
Diane my fiancee , Lévis Bouliane
Diane de Montrouge , Nino Ferrer
Diane de Poitiers , Thomas Fersen
Nursery rhyme of the country Diane , Jacques Douai
Letter to Diane and Normand , Michel Boutet
Waltz to Diane , The Soucy family
Dick the Melanesian , Bernard Haillant
Hello Dick , Georges Ulmer
Didi , Molypop
Didi the sardine , ZUT
Didi goes away , Alain Manaranche
La p'tite Didi , Charles Trenet
Didier , Ève Cournoyer
Didier , Zoufris Maracas
Tell me Didier , Didier Super
Diego , Black Maria
Diego , Rudy Caya
Diego , Clementine
Diego , Bruno Pelletier
Dieudonné Rastapopoulos , The Dashing Cowboys
Dima , Zaho
Dimitri , Juliette Greco
Dimitri , Georgette Lemaire
Dine and Din , Mireille
Dine and Din , Mireille
Dini , The Algérino
Dino , Carmen Campaign
Diogenes , Claire
Diogenes , Jehan Jonas
Diva , Camellia Jordana
Divine , Jean Vallée
Dixie , Annie Fratellini
Dixie , Harmonium
Djamila , Dominique Dimey
Djamila , The Butchers Boys
Djamila , Bernard Joyet
Djamila , Francesca Solleville
Django , Rudy Hirigoyen
Django , Gérard Palaprat
Django , Pierre Perret
When Django was playing , Robert Ripa
Djellali , Kirjuhel
Djemila , Lily Fayol
Djemillah , Castafiore Bazooka
Djena , Gérard Layani
Djeneba , Alpha Blondy
Djennebou , Thierry Stremler
Belle Doëtte , Mouloudji
Belle Doëtte , Nana Mouskouri
Doïna , Pierre Létourneau
Dolly , Chet
Dolly degenerates , Axelle Renoir
Jolie Dolly , Eric Charden
Pompi and Dolly , Claire
Dolores , Charles Aznavour
Dolores , Robert Charlebois
Dolores , Gloria Lasso
Dolores , Guy Marchand
Oh Dolorès , The Classels
Dolorosa , Cali
Dom , Mathieu Boogaerts
Domenico , Travis Bürki
Domenico , Ariane Moffatt
Io Domenico , Michel Sardou
Domi , Julien Baer
Domingo , Lucienne Delyle
Dominico , Georgette Plana
Dominika , Serge Lama
Dominique , Marc Aryan
Dominique , France Castel
Dominique , Renée Claude
Dominique , Harry Diboula
Dominique , Yves Lapierre
Dominique , Lucille Starr
Dominique among men , Claude Léveillée
Dominique plays the piano , Henri From
Domino and Momo , Jean Humenry
Dona Dona , Hélène with Dorothée
Doña , Annkrist
Donald in the docks , Christophe Maé
Donalda , Jen Roger
Donna , Frida Boccara
Donna , The Bourgeois of Calais
Donna , Mosquito
Donna , René Simard
Donna , Wallen
Donna Donna , Luc Romann
Donna mia , Angelo Branduardi
From Ritchie to Donna , C. Jérôme
Dora , Jean Arnulf
Dora , Serge Rezvani
Dora , Arman Méliès
Dora , The Eye in the Retro
Dorianne , Hugo Lapointe
Doris , La Chicane
Doris , Stephen Faulkner
Song for Doris , Lawrence Lepage
Dorothée , Marcel Amont
Dorothée , Gérard Delahaye
Dorothée , Edgar of the East
Dorothée , Janine Grenet
Dorothée , Jacques Hélian
Dorothée , Nicolas Pellerin and Les Grands Hurleurs
Dorothée , Verlor and Davril
Dorothée the spider , Claude Le Roux
Dorothée's nose , Corbier
Dorothée's Christmas , Jacques Poustis
Princess Dorothée , Gérard Delahaye
Dorothy , Jean Guidoni
Dorothy , Gloria Lasso
Dorothy or Dorothée , Mistinguett
Dorothy Brown , Les Elles
Douchka , Anny Gould
Douchka , Jacques Hélian
Douchka , Gérard Lenorman
Douchka , Patrice and Mario
Douchka , Stéphan Reggiani
Douchka maya , François Deguelt
Doudou , Joséphine Baker
Doudou , Agnès Chaumié
Doudou , Happy Coconut Tree
Doudou , Katerine
Doudou , Maurane
Doudou , Miss Dominique
Doudou , Noof
Doudou , Pierre Vassiliu
Doudou ' s song , Gilles Elbaz
Carib baby comforter , Christian Delagrange
Doudou doesn't care , Renaud
Doudou terror , Marie Dubas
My Doudou , Julien Clerc
Mom Doudou , Romain Didier
Maman Doudou , Dominique Dimey
Eat me Doudou , Christine Authier
My Doudou , Jacqueline Farreyrol
My Doudou , Alain Moisan
Poor Doudou , Joe Dassin
Son Doudou , Alibert
Dounia , Malek
Dounia , Rohff
Letter to Dudu , Philippe Anciaux
La valse à Dudule , Colette Ritz
Duncan , Michel Rivard
Dune , Catherine Delasalle
Duster , Annie Dufresne
Dweezil , Miro
Dylan , Renaud
Song for Dylie , Gérard Delahaye
Eddie , Albert Marcœur
Eddie and Lonnie , The Primitives of the Future
Eddie sees red , La Ruda
Good luck Eddie , Sylvie Maréchal
Poor Eddie , The Eaglets
Eddy , Black Maria
Eddy , Clara Luciani
Eddy , Superbus
Eddy d'Abidjan , Sapho
Eddy the bum , Michel Thériault
Eddy and Johnny , Philippe Lavil
Eddy Jones , The Smashed Mouse
Eddy told me ring , Dominique Michel
West of Eddy , Eddy Mitchell
It's Eddy , Claude Nougaro
The case of Eddy , La Fanfare en Pétard
The song of Eddy , Michel Sardou
Eden , Judith Bérard
Eden , Julien Doré
Eden , Guillaume Payen
Edgar hello , Sylvain and the Bifluorés
Edgar , Jean Leloup
Edgar , Miro
Edgar the railwayman , Christopher Murray
Edgar and Ellen , Michel Lalonde
Edgar Final , Offenbach
M. Edgar , The Notaries
Edgard , Annie Cordy
Edie S. , Veronica Antico
The ballad of Edie S. , Étienne Daho
Edith , Jean Dréjac
Edith , Between 2 cases
Edith , Enzo Enzo
Edith , Karim Kacel
Edith , Serge Lama
Edith , Michel Legrand
Edith , Allain Leprest
Edith , Serge Reggiani
Do you know Édith , Pierre Tisserand
From the kid to Edith , Charles Aznavour
My name is Edith , Edith Butler
Little Edith , Marc Gauvin
Edmond , Dany
My uncle Edmond , Jean Lapointe
Edward the dragon , Catherine Fontaine
Edward my love , Zabriskie Point
Dear Édouard , Vicky Leandros
My name is Édouard , Sandrine Kiberlain
Édouard's guitar , Gérard Pierron
Edouard's guitar , Roger Riffard
Edvige , Frasiak
Eglantine , Joël Denis
Eglantine , Dominique Dussault
Eglantine , Jean Vallée
Éléa , brunette
Éléa , Pascal Obispo
Eleanore , Tétard
Ballad for Éléanor , Anne Vanderlove
Electra , Pierre Perret
Elena , Vincent Niclo
Elena , Dick Rivers
Éléna marquise del sol , Étienne Grandjean
Éléonie knew too much! , Miro
Éléonor , Annie Cordy
Eleonore , Alibert
Éléonore , Carousel
Éléonore , Font and Val
Éléonore , Olivier Mottet
Eleonore , Robert
Éléonore , Anne Sylvestre
Eleonore , Tétard
Éléonore , Pierre Vassiliu
Éléonore , Zappy Max
The beautiful Éléonore , La Houppa
Oh Eleonore , Grand Jojo
The eyes of Élia , René Joly
Elias , Wolfsbane
Élie , Patrick Bruel
Elijah , Claire
Élie's pajamas , Gérard Delahaye
Eline , Aram Sédèfian
Élio , Claire Denamur
Madame Eliott , Claude Lombard
Élisa , Dany Bedar
Élisa , Julien Clerc
Élisa , Zizi Jeanmaire
Élisa , Raphael
Élisa , Volo
Élisa belle , Dave
Élisa not so beth as that , Jean Falissard
Élisa pretends , Marka
Hello Élisa , Dave
In the eyes of Élisa , Frank Michael
Aunt Élisa's daughters , Stanislas
Élisa's Garter , Roger Whittaker
Letter to Élisa , Rod Barthet
Aunt Élisa , Michel Bühler
Élisa Louisiana , Alaska
Elisabeth , André Borbé
Elisabeth , Thomas Fersen
Elisabeth , The Fuckers of Joy
Elisabeth , Marka
Elisabeth , Anna Prucnal
Elisabeth , William Schotte
Elisabeth of something , Michel Delpech
Elisabeth and Marie , Mannick
Élisabeth Martin , Tom Poisson
Élisabeth Stresa , Marcel Kanche
The blonde Élisabeth , Fred Gouin
Song for Élisabeth , Fabienne Thibeault
Aunt Élisabeth , Rodolphe Burger with Olivier Cadiot
Élisabetha , Cécile Corbel
Élise , Jacques Bertin
Élise , Christine Delaroche
Élise , Luce
Élise , David Martial
Élise , David McNeil
Élise , Mama Béa Tekielski
Élise , The North Wind
Élise is beautiful , David Koven
The song to Élise , Patrick Sébastien
Dear Élise , Monique Tréhard
Open letter to Élise , Anne Sylvestre
The wise Élise , Jean Villard dit Gilles
The queries of Elizabeth , Laurent Voulzy
Ella , Richard Cocciante
Vive Ella , Marcel Amont
Elléa , Foumagnac
Edgar and Ellen , Michel Lalonde
Ellie , Bruno Coupé
Elliot , Jofroi
Elliot , Pacific
Elma , Pep's
Élodie , Alain Aurenche
Élodie , Koeur's
Élodie , Ben Mazué
Élodie , Henri Tachan
Elodie's dove , Anne Sylvestre
The maxims of Élodie , Fabienne Pralon
Melody for Élodie , Michel Sardou
Mother Éloi , Félix Marten
Éloïse , Claude François
Eloise , Richard Gilly
Éloïse , Frédérick De Grandpré
Éloïse , Donald Lautrec
Éloïse , Patrice Michaud
Éloïse , Gilbert Montagné
Éloïse , Oobik & The Pucks
Éloïse , Chantal Pary with Carl William
Eloise's lover , Gérald de Palmas
Elsa , Didier Barbelivien
Elsa , Rose Laurens
Elsa , Marc and André
Elsa , Jacques Marchais
Elsa , Monique Morelli
Elsa , Renaud
Elsa Soan
Elsa Fraulein , The Mental Doors
Elsa Heimer , Romain Didier
Elsa I love you , Black Berry
Elsa told me , Véronique Pestel
Canticle to Elsa , Serge Reggiani
The song of Elsa , Marina Céleste
The house of Elsa , Claude Amelot
Simply Elsa , Christian Delagrange
Elsie , Richard Desjardins
August Elton , Malajube
Elton's hat , Gérard Berliner
The voice of Elton , Didier Barbelivien
Elvira , Alonzo
Elvira , William Sheller
Elvira , Hervé Vilard
Song of Elvira , Monique Leyrac
Elvire , Alain Bashung
Elvire , Brigitte Fontaine
Elvire , Nolwen
Elvire my sister , Jann Halexander
Five hearts for Elvire , Omar Sharif with Nicole Croisille
The garden of Elvire , Béatrice Arnac
The garden of Elvire , Jacques Yvart
The door of Elvire , Catherine Sauvage
My Elvire , François Staal
Sister Elvire , Yves Sandrier
Elvis , Pierre Chérèze
Elvis , Hair
Elvis , IAM
Elvis , Helena Noguerra
Elvis , Fred Chicken
Elvis , Mara Tremblay
Song for Elvis , Valérie Carpentier
Song for Elvis , Diane Dufresne
And the voice of Elvis , Eddy Mitchell
Elvis ' drummer's right hand , Wolfsbane
Padam Elvis , La Ruda
Élysabeth , Gil Bernard
Lise Élyse , Julos Beaucarne
Ema , Charlie
Émeline , Gérard Layani
Émile , Gaëtan
Émile , Dominique Scheder
Émile , Sylvie Tremblay
Émile dit Mimile , Dani
Émile and Amélie , Alexandre Révérend
Émile reads letters from Émilie , Gérard Jaffrès
Émille paws , Cie des Fous follets
Émile what are you doing , Fernandel
Émile doesn't care , Guy Béart
Song for Émile , Nancy Dumais
My uncle Émile , The Brothers at Ch'val
The words of Émile , Christian Décamps
Ode to Émile , Ange
Sex appeal of Émile , Pierre Perret
If Émile is gay , Sèxe Illegal
Quiet Émile , Félicien
Waltz by Émile Benoît , The Charbonniers of Hell
Emilia , Philippe Clay
Emilia , Pierre Perret
Émilie Emilia , Hugues Aufray
Emiliana , Gilles Dreu
Emiliano , Claude Péloquin with Sauvageau
Émilie , Louis Chedid
Émilie , Chozpareï
Émilie , Standing On The Zinc
Émilie , Gérard Delahaye
Émilie , Féloche
Emilie , La Perfecta
Émilie , Roger Whittaker
Emilie is 95 , Freddy Della
Émilie Emilia , Hugues Aufray
Émilie and Virginie , The Volume was at its maximum
Emilie so pretty , François Deguelt
Émilie qui danse , Manuel Brault
Belle Émilie , Michel Vivoux
Emilie's song , Vava
Miss Émilie , Gilles Vigneault
Émilie's monologue , France Gall
Little Émilie , Lucky Blondo
Queen Émilie , Pierre Lapointe
Aunt Émilie , Guylaine Guy
Emilien , Françoise Kucheida
Emilien , Raymond Lévesque
Emilienne , Béa Tristan
Emilio , Clarika
Émilion de Bretagne , Éric Le Collen
The secret of Emilou Haley , Hélène
Emily , Albert Delchambre
Emily , Johnny Hallyday
Emily , Soan
Emily and Mickey , Yann Perreau
Emily's Nights , Emily
A rose for Emily , Barbara Carlotti
The nights of Emilyne , Demis Roussos
Emma , Véronic DiCaire
Emma , Matmatah
Emma , Georges Moustaki with Emma Thompson
Emma , Élie Semoun
Emma the Love , Zen Zila
Emma is gone , Lizzy Ling
Emma and Vienna , Mikado
Emma Globine , Francky Vincent
Emma is crying , Christian Ferrari
Emma Stanton , Tété
Sweet Emma , Louise Forestier
Ida and Emma at the reef center , Clémence Desrochers
Miss Emma , Vincent Baguian
Emma's eyes , Sylvie Vartan
Emmanuel , Eric Charden
Emmanuel , Daniel Facérias
Emmanuel , Elaine Kibaro
Lullaby for Emmanuel Reuben James , Édith Butler
Veni veni Emmanuel , Claire Pelletier
Emmanuell ' song , Catherine Sauvage
Emmanuella , Chantal Pary
Don't cry Emmanuella , Gilles Dreu
Emmanuelle , Gérard Klein
Emmanuelle , Sylvia Kristel
Emmanuelle , Danielle Licari
Emmanuelle , Clara Luciani
Emmanuelle , Emmanuelle Seigner
Emmanuelle , Didier Sustrac
Emmanuelle , Francois Valéry
Emmanuelle , Long live the party
Emmanuelle and the son of the king of the sky , Lynda Lemay
Lullaby to Emmanuelle , Gil Bernard
Emmy , Corinne Hermès
Ena , Camellia Jordana
Ennio , Chantal Goya
Enzo , Christophe
The ballad of Éole , Juliette
Sacred Éole , André Minvielle
Blanche ' Épiphanie , Henri Salvador
Eric , Sttellla
Eric Electric , Dick Annegarn
Eric's banjo , More bifluoric song
Song for Eric , Antoine
Letter to Eric , Régis Cunin
Little blues for Eric , Sylvain Lelièvre
Uncle Eric , The Magnificent
Ericka , The Wild Cats
Ericka , The Deans
Erik at the piano , André Borbé
Erika , Bruno Coupé
Just Erika , Princess Erika
Ernest , Andrex
Ernest , Patrick Coutin
Ernest , Eric Lareine
The song of Ernest and Celestine , Jacques Poustis
Chez Ernest , Jacques Poustis
Ernest's eiderdown , Plume Latraverse
Ernestine , Alibert
Ernest , Dranem
Ernestine , Les Fatals Picards
Ernestine , David Martial
Ernestine , Black Desire
Ernestito , Fernandel
Ernesto , Tomás Jensen
Ernesto , The Dirty Majesties
Ernesto's mambo , François Vé
Erwan , Pierre Lapointe
Esmeralda , Miguel Amador
Esmeralda , Rose Laurens
Esmeralda , Celine Lomez
Esmeralda , Serge Lama
Esmeralda , Zachary Richard
Esmeralda , John William
Quasimodo Esmeralda , Christian Delagrange
Esperance , Pierre Bertrand
Esperanza , Charles Aznavour
Esperanza , Robert Cogoi
Esperanza , Christiane Legrand
Esperanza , Charles Level
Esperanza , Luis Mariano
Esperanza , Maria de Rossi
Esperanza , Pascal Sevran
Estelle , Alain Dion
Estelle , Gilles Elbaz
Estelle , Pierre Perret
Estelle disappeared , Charlélie Couture
Estelle and Hélène , Bruno Joubrel
Belle Estelle , Nicolas Pellerin and Les Grands Hurleurs
It's Estelle and Véronique , Marcel Merkès
The song of Estelle , Fabienne Thibeault
Aunt Estelle's violin , Les Compagnons de la chanson
Esther , Christian Décamps
Esther , Jim and Bertrand
Esther , Mannick
Estrella , Georges Chelon
Étienne d'August , Malajube
Jules and Étienne , Roger Riffard
Étienne's wedding , Christine Authier
Olive and Ettie , Clémence Desrochers
Eugene , Éonz
Eugene , Régine
Eugene , Pierre Vassiliu
Eugene and the normal bike , Anne Sylvestre
Eugene the gene , Charlélie Couture
Cousin Eugène , Gérard Prats
E like Eugene , Standing on the Zinc
The wedding to Eugène , Joël Holmès
Eugenie , Jofroi
Eugenie , Michel Legrand
Eugénie , Monique Leyrac
Eugenie , Claude Nougaro
Eugenie ,Foreign Legion
Eugenie de Beaulieu , The Jacques Brothers
Eugenie with tears in her eyes , Mouloudji
The beautiful Eugenie , Les Compagnons du large
Eulalie , The Creole Company
A lilac for Eulalie , Yves Duteil
Eurydice , Francis Huster
Eurydice , Corine Milian
Eurydice and Orpheus , Erik Montry
Prince Eusèbe , Michel Faubert
Uncle Eustache , Julos Beaucarne
Eva , Nicolas Bacchus
Eva , Carousel
Eva , Lisandro Cuxi
Éva , Summer 67
Éva , Serge Gainsbourg
Eva , Marc Gauvin
Eva , Johnny Hess
Éva , Malmonde
Éva , Didier Marouani
Eva , Laurent Rossi
Eva , Subway
Éva , Tangier
Eva , Anne Vanderlove
Eva , Jacques Vérières
Eva and the others , Archimedes
Éva Lucia , Pascal Danel
Ave Eva , Dave
Divine Éva , François Feldman
Don't cry Éva , Michel Delpech
Evangelina , Patrick Verbeke
Evangeline , André Claveau
Evangeline , The Dashing Cowboys
Evangeline , Hart Rouge
Evangeline , John Littleton
Evangeline Acadian Queen , Angèle Arsenault
Évangéline and Gabriel , Julie Arel
Secrets of Evangeline , Mama Rosin
Evangeline Lands , Alaska
Eve , Frank Alamo
Eve , Jewel
Eve , Raôul Duguay with Mes Aïeux
Eve , Joël Favreau
Eve ,Claude François
Eve , Clara Morgane
Eve , Eddy Mitchell
Eve , Charles Trenet
Eve is right , Dupont and Pondu
Eve of my dream , Adamo
Eve and the Genius of Evil , Nemo
Eve and I , C. Jérôme
Eve and the most beautiful sun , Dany Bedar
Eve won't make you bite apples anymore , Majster
Adam and Eve , Abd al Malik with Wallen
Adam and Eve , Kain
Adam and Eve , Caterina Valente
From Eve to Lise , Zebda
The Eve of the Apple , Marina Céleste
Blame it on Eve , Anne Sylvestre
Daughter of Eve , Florence Véran
Daughters of Eve , André Claveau
I'm Eve , Mannick
My beautiful Eve , Stanislas
Mother Eve , Hervé Brousseau
My Eve , Michel Jonasz
For Ève , Sylvie Bernard
Your Eve outfit , Philippe Barbot
A little Eve too much , Marcel Amont
Evelyne , Georges Chelon
Evelyne , Raymond Girerd
Evelyne , Lisette Jambel
Evelyne and I ,Daniel Balavoine
Chez Évelyne , Empalot
Evgueni Evoy , The Dalmatian Pelican
Evita's Song , Petula Clark
Her name was Exquise , André Claveau
Romance of Fabian , La Caravane Passe
The blues to Fabienne , Fabienne Thibeault
Song for Fabienne , Sttellla
Fabiola , Gloria Lasso
Fafa is stingy , Christine
The complaint of Fanch , Matmatah
The lullaby for Fanchette , Lisette Jambel
Fanfan , Gilbert Bécaud
Fanfan , Michel Jonasz
Fanfan loupiot , Christian Camerlynck
Fanfan mash , Georgette Plana
Hi Fanfan , Hervé Brousseau
Fannie des fontaines , Gérard Jaffrès
Fanny , Agnès Chaumié
Fanny , Jeanne Colletin
Fanny , Nicole Croisille
Fanny , Christian Décamps
Fanny , Franck Fernandel
Fanny , Henri Génès
Fanny , Jean Humenry
Fanny , Merzhin
Fanny , Nicolas Peyrac
Fanny , Robert Ripa
Fanny , Pull the coyote
Fanny , Pierre Vassiliu
Fanny J , Fanny J
Fanny young , Dany
Fanny de la Sorgue , Renaud
Fanny on the port , Michèle Torr
Bob and Fanny , Élisabeth Anaïs
Chez Fanny , Charles Aznavour
I'm coming back Fanny , Charles Aznavour
Jolie Fanny , Hugues Aufray
Wedding Fanny , Michou
Fany , Yves Duteil
Farah , Yelo Molo
Faruk , Jean Humenry
Fatima , Barrio Populo
Fatima , Jean Humenry
Fatima , Sapho
Rebel Fatima , Vivien Savage
Fatou , Joël Denis
Fatou , Zebda
Faustina , Luke
Fatal Faustino , Tarmac
Warbler , Claudine Lebègue
Lark , Gérard Manset
They call me Fauvette , Fauvette
Federico Federica , Thierry Séchan
Federico , Jeane Manson
Federico , Monique Morelli
Federico Federica , Thierry Séchan
Hello Federico , Manu Lann Huel
Letter to Federico , Germaine Montero
Felicia ! , My Suitcase
Felice , Savel
Félicie , Yvon Étienne
Félicie , Martin Léon
Félicie , Henri Tachan
Félicie Dust , Philippe Tasquin
Félicien , Éric Charden
Congratulations , Mike Brant
Felicity , The Minimum
Félicité , Pierre Perret
Félicité , Francine Raymond
Letter from Mademoiselle Félicité , Colette Renard
Miss Felicity Gray , Claude François
Feline , Jano Bergeron
Feline , Pauline Ester
Féline , Gérard Jaffrès
Feline , Sidilarsen
Féline , Henri Tachan
Felix , Dominique A
Felix , Arbon
Felix , Thomas Fersen
Felix , Lio
Felix 2 , Pascal Lejeune
Félix and I , William Sheller
Ali and Félix , Bénabar
The handsome Felix , Clémentine
La hut à Félix , Marc Déry
Ferdinand , Pascal Auberson
Ferdinand , Au P'tit Bonheur
Ferdinand , Joël Favreau
Ferdinand , Pierre Perret
Ferdinand and Angello , Tom Rivest
Do you know Ferdinand , Christophe Bell Œil
Ferdinand's son , Michel Sardou
Mr. Ferdinand , Bernard Lavalette
Woah! Ferdinand , Oscar Thiffault
Fernand , Eric Charden
Fernand , Bruno Coupé
Fernand , Élisabeth Jérôme
Fernand , The Bad Languages
Fernand , Padam
Fernand , Jacques Poustis
Fernand , Rue d'la Gouaille
Fernand's song , Michel Bühler
Monsieur Fernand , My Shoes Are Red
Fernand's journey , Robert Ripa
Fernande , Tichke
Fernando , Les Petites Tounes
Fernando , René Simard
Fernando , Sheila
Dear Fernando , The Soucy family
My friend Fidel , Robert Charlebois
Fifi the dromedary , Hélène Bohy
Mam'selle Fifi , Florence Véran
Fiora , Stocks
Fiorella , Tino Rossi
Firmin , Karimouche
Firmin de Steenveld , William Schotte
The song of Firmin , Oldelaf and Monsieur D
Flower , Adamo
Flower , Les Howls d'Leo
Flower of my heart , Lucienne Delyle
Fleurette , Lina Margy
Leaving Fleurette , Pascal Lejeune
Letter to Fleury , Fabienne Pralon
Flo , Pierre Bachelet alone and Florence Arthaud
Flo , Didier Barbelivien
Flo , Joelle
Dona Flor , Antoine
Flora , Marie Laforêt
Flora Blackrose , Marc Gauvin
Floralie , François Lubiana
Flore et Pierre , Pierre Tisserand with his daughter Flore
Flore's dance , Chris Combette
When Flore , Mathieu Boogaerts
Florence , Claude Barzotti
Florence , Daniel Bélanger
Florence , Daniel Lavoie and Bruno Pelletier
Nursery rhyme at the bedside of Florence , Roger Lahaye
The poem in Florence , Marc Robine
My buddy Florence , Blue Jean Society
Florentine , Hervé Christiani
My Florentine , Charles Dumont
Florian , Monique Morelli
Florian and Maeva , Franca di Rienzo
Her name was Florida , Patrick Zabé
Fortuna , Dick Rivers
Romance of Fortunio , Marc and André
Raspberry , James Ollivier
France , Daniel Balavoine
France is a star , Mannick
France my sweet , Maurice Fanon
Song in France , Fabienne Thibeault
Her name is France , Marc Vincent
Letter to France , Julie Zenatti
Letter from France , Marie Laforêt
Little France , Michel Delpech
Lullaby for Francesca , Francisco Grandey
Mambo à la Francesca , Alys Robi
Francesco , Cécile Corbel
Francine , Fernandel
Francine , Willie Lamothe
Francine song , Arnold Turboust
La Francine , Faubourg de Boignard
The Paris of Francis , Francis Lemarque
Francis Poupart , Bernard Sauvat
Franciscae meae laudes , Juliette with "Le Concert Impromptu"
Francisco Alegre , Juliet
Franciska , Font and Val
Franck , William Sheller
Franck's affairs , Elsa
Le Journal du Petit Franck , Fraction
Mr. Franck , Factory
Little Franck , Piccolo
Franckie , Suzy Solidor
Francky , Thibaud Couturier
Francky goes , Sapho
François , Michel Bühler
François , Christine Delaroche
Francois , David Marin
Francois , Madeleine Pascal
François , Pierre Tisserand
Francois , Villain Penguin
François le corrézien , More bifluorinated song
François de Pontoise , Michel Fontayne
François du quai aux fleurs , Christian Marin
François son of joy , OTH
François my love , Serge Rezvani
François poet , Martine Baujoud
François in the rain , Mickey 3D
Ballad by François Guillou , Marcel Amont
The ballad of François Paradis , Zachary Richard
Camille or François , Françoise Kucheida
Song to François , Roger Lahaye
Song by François , Hélène Martin
The ballad of François Quenechou , Anne Vanderlove
Song for François Quenechou , Gilles Servat
Chez François , Pascal Danel
Chez François , Henri Tachan
And so distant François , Michel Fontayne
F like François , Standing on the Zinc
Brother François , Dominique Scheder
Marie and François , Philippe Chatel
Mariette and François , Anne Sylvestre
My dear François , Diane Juster
My old François , Lawrence Lepage
My old François , Alexandre Zelkine
Mr. François , Anne Léonard
Nicolas François Dupont , Claude François
Because I saw François , Ria Bartok
Poor François , Alain Barrière
Father François , Alibert
Old François , La Chifonnie
Françoise , Arno
Françoise , Estella Blain
Françoise , Laurent Malek
Françoise with blue stockings , Marcel Amont
Françoise and Mamès , Jacques Serizier
Françoise G. , Jann Halexander
Françoise parodie , Dick Annegarn and Robert Pete Williams
Françoise's blues , La Femme
Good evening Françoise , Dominique Scheder
This Françoise there , Roger Varnay
In the eyes of Françoise , Antoine Gratton
Her name is Françoise , Jack Defer
Her name is Françoise , Raoul from Godewarsvelde
When I went to see my friend Françoise , Serge Kerval
Françouèse , Pierre Perret
Chez Frank , Mononc 'Serge
Petit Frank , François Feldman
Frankie , Ria Bartok
Frankie , Dani
Frankie , Maryse Letarte
Frankie is bored in paradise , Jérôme Pijon
Franz , Nana Mouskouri
Franz the flamethrower , Sexy Sushi
Fred , Dominic Sonic
Fred , Claude Francois
Fred , Mononc 'Serge
Fred , Stalag
Fred Ackenborn , Céline Caussimon
Fred the elephant , Les Petites Tounes
Fred and Lou , Georges Chelon
Night like Fred's day , Marcel Kanche
Freddo , Claude Besson
Freddy , Vincent Absil
Freddy , Annie Cordy
Freddy , Denise Filiatrault
Freddy , Imago
Freddy , Sanseverino
Freddy the Pooh , Mannick
It's the Freddy , Les Baronets
When Freddy left , Claude Nougaro
Frédé , Claude Goaty
Frédé , Cora Vaucaire
Frédéric , Dan Bigras
Frédéric , Isabelle Boulay with Claude Léveillée
Frédéric , Jacqueline Boyer
Frédéric , Robert Charlebois
Frédéric , Jeanne Cherhal
Frédéric , Natalie Choquette
Frédéric , Nicole Croisille
Frédéric , Jacques Douai
Frédéric , Daniel Facérias
Frédéric , Charles De Goal
Frédéric , Daniel Guichard
Frédéric , Lucien Hétu
Frédéric , Hervé Vilard
Frédéric and the UFO , Gérard Lenorman
The song of Frédéric , Jocelyn Bérubé
Frédérica , Albert Delchambre
Frédérica , Charles Trenet
Frederik , Nathalie Cardone
Frédérique , Alex Beaupain
Sleeping Frederique , Yves Duteil
Frédo , Erik Montry
Frédo , Les Malpolis
Frédo the bearer , Bourvil
George and Fredy , The Beautiful Lake of Basel
Frida , Gilles Dreu
Frida , Coline Malice
Frida , Sanseverino
Thinking of Frida , Catherine Delasalle
Sacred Frida , Philippe Clay
Friedrich , Jacqueline Danno
Gabriel , Najoua Belyzel
Gabriel , Travis Bürki
Gabriel , Annie Nobel
Gabriel the pyromaniac , Gérard Blanchard
In the arms of Gabriel , Psy 4 of the rhyme
Évangéline and Gabriel , Julie Arel
Gabriella , Normand L'Amour
Gabrielle , Andrex
Gabrielle , Anggun
Gabrielle , Luis Mariano
Gabrielle , Gilbert Montagné
Gabrielle , Serge Reggiani
Gabrielle , Starshooter
Gabrielle bus , Christian Dente
Belle Gabrielle , Juliette Gréco
The beautiful Gabrielle , Bernard Sauvat
The beautiful Gabrielle , Myriam Anissimov
Lullaby for Gabrielle , Kid Coyote and Les Rascals
Song for Gabrielle , Paul Demers
Elegy to Gabrielle , Triangle
Flowers for Gabrielle , Anne Sylvestre
For Gabrielle , Jorane
You Gabrielle , Christian Vidal
Gaby , Léo Ferré
Rémy's friend did not put on Gaby's habit , Marcel Zanini
Gaël , Maxime Piolot
Gaël , Michel Tonnerre
